topic,text
nicki,"1st time I've watched the vmas in years .. What, did Nicki just...."
nicki,1st: Taylor and Avril 2nd: Taylor and Nicki 3rd: Taylor and Katy????  Hahahaahhahahhh.. maybe its the start of the new beginning???
nicki,"2nd one is a trinidadian headdress i believe, which is nicki's home country. im silent on the other 3 tho https://t.co/0udsnLtBeC"
nicki,"5SOS won, Taylor &amp; Nicki had a duet, Nicki looked like she wanted to beat the crap out of Miley. Waking up to this, Monday is good for once!"
nicki,@Ashley_Chenelle is she cussing out Nicki? I may need to learn how to work this tv
nicki,"@DaRealAmberRose hey amber are you free November 14th. I asked Nicki but her best friend told me she has a boyfriend, that's clear."
nicki,@DaRealKhefner: When Nicki see Miley Sunday: https://t.co/NF2F3AFZOF   the accuracy
nicki,@ERINJEEN you may dress like nicki and amelia may dress like miley
nicki,"@GrilledCamwich you're missing the whole point onto what Nicki was trying to say. it may be mtv wasn't racist, but many times"
nicki,"@HighOnVibe Depends what she said though, Nicki may have had a reason to start! Have you seen the video?"
nicki,@LeilaJoldusic Lmaooo but the Nicki controversy may get people talking
nicki,@Minajlb @SOFTXSHUG but Nicki dissed her first n threw the 1st shots all d while copying her
nicki,@NICKIMINAJ sat here and rewatched Nicki's opening and that is all for tonight
nicki,"@NicoletteKelley Set a reminder: October 6. Get ready to join the celebration around #AllDayBreakfast, Nicki!"
nicki,@OnikaThot Nicki was trying to or the producers told her to discredit Mariah there and Mariah sat her bc she's still more successful
nicki,"@SarahSahadinCBB You can always meet them on the Friday shakedown as Nicki said that'd be better, so it probably will be for the others! ;)"
nicki,"@TMZLive @MTVNews Miley &amp; Nicki staged it. Not only did NM break a smile, from the 2nd c-angle Miley says ""what"", before Nicki states topic"
nicki,"@ayahmdee13 I think her and Nicki opened the show. But never got to watch it. And, I think I may have been watching the backstage haha"
nicki,@bieberloundon i feel like Nicki may have been joking but miley may not have known. Nicki is so vocal on twitter i feel like she
nicki,"@dquintia_ Nicki's role may be essential, but it is not a role to defend publicly. Do you get what I mean?"
nicki,"@eh_kees perception is 9/10th of reality. Because we perceive Meek as ""not good enough"" for Nicki. His support looks like he is star struck"
nicki,@garcia_syanne are you going over auntie nicki's tomorrow?
nicki,"@gatheringcopal Lol It just seems like Nicki like to really take things to the 3rd nipple. Miley, Mariah, Kim, Taylor, list goes on"
nicki,@highsociety_k @teamkimlisa account to Kims MOTHER Kim was born 1976 she turned 39 July 11. Nicki will be 33 in 4 months. My accuracy &gt; urs
nicki,@leslimorale5 That's like saying Kim never actually said Nicki's name in Black Friday. You know who was the target.
nicki,@naidej_ I'll tell you more tomorrow but Miley was throwing shade at Nicki and Nicki just called her out
nicki,"@nycki96 @tigrayrocks WE aren't too far apart, Nicki. In fact, we may be at the same point. I don't remember if I stopped at 11 or 12."
nicki,@vertivangogh I may watch them just to see why people are saying Nicki called out Miley lol. That was probably deserved.
nicki,@zackrorz but people hated way before then tbh and I think it may have been directed at lil' Kim other than Iggy because Nicki denied later
nicki,"All he said is that it was funny, and weren't you up Nicki's ass in July? https://t.co/MnZZR01bDP"
nicki,All the talk will be about Nicki and Miley tomorrow. Nothing else has been talk worthy. #VMAs
nicki,Alone at a McDonald's. Few vestibules away people are talking about Mar's presidency run while the other table talks about Nicki's VMA feud.
nicki,"And that Nicki and Miley ""beef"" looked toooo staged, Nicki smiled, Miley response was too instant (like she been practisin it).. c'mon MTV"
nicki,Ask a kid watching the #VMAs where they were when Nicki called Miley out...now ask them what happen Nov 22 1963 (crickets). #SoSad
nicki,Azealia Banks may find herself in another hot situation after she involved herself in the Miley Cyrus and Nicki... http://t.co/BUZ6UjCoCD
nicki,"Basically my Sunday-Monday transition   ""@en_jajaja: Nicki: thank you to my pastor Nicki: SO BITCH YOU WAS TALKIN MAD SHIT WHAT UP W THAT"""
nicki,"Be prepared to listen about Nicki and Miley tomorrow at school, or maybe Kanye"
nicki,Because Nicki actually looked up to Kim but Kim came at her for no reason?? Why argue with someone you idolized? https://t.co/LjIu2xxZiL
nicki,Boohoo Miley called Nicki unpolite KIM CALLED HER EVERYTHING UNDER THE SUN just admit NICKI KNOW WHO TO TRY
nicki,Boy...Kenryn just asked me if Nicki goin march in a second line...lmaoo
nicki,"But Miley, what IS good? I think Nicki needs an answer on her desk by tomorrow morning if you wanna keep ya scalp."
nicki,"Can't wait to see the lame ass ""think pieces"" about how Nicki is ""an angry black woman"" and how she was ""mean"" to Miley tomorrow"
nicki,Damn.... Miley Cyrus needs to watch it that bitch is gonna get sat on and crushed by Nicki.
nicki,Hi my name iSSk Nicki and itsSSKS tHFfe firSSKT day of sShckhool - me in my new retainer tomorrow
nicki,"I do have some complaints about this this beautiful Sunday night. First, miley handled that well. Nicki should be... http://t.co/4pAjjyTGhd"
nicki,"I don't get too riled up, because Nicki may be dancing with Miley onstage at the next awards show. #VMAs"
nicki,I don't think Nicki's pregnant. Stomach was flat again in the side view. Think she was just sticking her butt out in the 1st pic.
nicki,I feel like I'm in 3rd grade again watching the VMAs.   Kanye is to Trump as Nicki is to Miley.
nicki,I feel like she's trying to do a Pink Friday: Roman Reloaded thing like Nicki but it's literally just Flaming Lips album rejects.
nicki,I get that marriage equality probably isn't an issue that directly affects Nicki so she may focus on it less...
nicki,I just realized today is Sunday y'all Nicki and Kanye were preachin to the choir
nicki,I like Meek Mills when he raps because he talks like a handicapped 4th grader...how do he and Nicki hold conversations???
nicki,I like to avoid my Monday's like Miley avoided Nicki at the VMAs
nicki,I may even include a rendition of Nicki's 'death stare' she shot at Miley last night
nicki,"I may joke, but Nicki's totally valid points about a racist system will be forgotten again because of a white woman's comments"
nicki,I remember when haterade by Nicki pharrell and Gucci was my ringtone in the 4th grade
nicki,"I start school tomorrow and I'm here watching Kanye rant, Miley and Nicki go at it and Tori Kelly blow the roof out of the #VMAs"
nicki,I still think they should have let Nicki continue what she was going to say rather then cut her off cuz it may hurt Miley's feelings
nicki,"I still would like a Nicki follow, but if she followed me, she'd just be a flop that followed me.  https://t.co/DhxDzeUZog"
nicki,"I think sure Nicki may have been joking though, if she had real beef I feel like it would be a lil scarier."
nicki,I thought this may have been entertaining after nicki's moment but it's actually very painful
nicki,I was just stalking Nicki's IG and now I have to work out for 18 hours tomorrow
nicki,I wish Nicki would have flew across the stage and slapped that hoe !  https://t.co/D9dtRKeZji
nicki,I wonder if they'll cut out Nicki calling Miley out when they air it again tomorrow
nicki,"I'm a bit annoyed about what miley said about nicki. Taylor started the pop star against pop star war, nicki didn't even sat her name"
nicki,I'm at work for 14.5 hours tomorrow lmao someone make me go to bed and stop reading articles about nicki
nicki,I'm literally nervous for what Kanye may say tonight...he more of a loose cannon than Nicki
nicki,If I rise tomorrow and there's no sign of 1) Zayn throwing a public tantrum or 2) Nicki taking over the world then I'm checking out of life
nicki,If the weeknd doesn't clear up the rumors about him disliking black women tomorrow I might have to pull a kayne on him then pull a Nicki
nicki,It looks like Nicki may be very small in person. Well small with a big butt lol.
nicki,It's Monday and I just need to know the status of this Nicki and Miley beef...
nicki,Just watched how Nicki called out bitch Miley Cyrus on stage at the #VMAs. May the one who has the biggest ass wins.
nicki,K. I'm just already done with everyone. I don't think I'll be talking to anyone tomorrow. I'm so close to havin my own Nicki moment...
nicki,Like Miley said she didn't look into everything but she thought Nicki may have been subbing her but she didn't know for sure. Her words.
nicki,Lol watch how the media paints Nicki as an angry black woman tomorrow morning and miley as the victim #bye
nicki,"Lol. You can still watch, Nicki asked Miley what's good and called her a bitch (most interesting part of the show) https://t.co/tCIdK88LtI"
nicki,Meek Mill dissed Future too? Nicki may as well start giving him an allowance cause it's all over.
nicki,Meek about to have a 2nd wave coming from twitter bc Nicki came harder without a song haha
nicki,Miley better pick up the Hannah Montana wig again because that may be the only she'll hide from Nicki. #VMAs2015
nicki,Miley was a child actor.I'm sure most of the net worth is from the Hannah Montana days.C'mon now. Don't play Nicki.  https://t.co/ovhZyCwYOy
nicki,More like Taylor wants to stay the hell away from Miley bc she saw how Nicki dragged her Sunday. https://t.co/Xo7KkQWeSS
nicki,NYFW doesn't begin until Thursday. Y'all gonna get Nicki inadvertently cursed out cz mfs gonna think she stayed home.
nicki,Nicki &amp; Tay may be friends but I'm still not a fan like was Nicki for real about Miley this is too much for my emotions Im so confused #VMAs
nicki,Nicki Minaj Confronts Miley Cyrus Live on Stage at the VMA's. Sunday night Nicki called Miley out in a way that... http://t.co/NJ6dJO7HZ8
nicki,Nicki and Miley left nothing to the imagination at Sunday night's VMA's.
nicki,"Nicki carried Taylor so much in that performance, tomorrow she's going to need a Nicki massage. #VMAs"
nicki,Nicki dead hasn't sat in an audience of an award show (besides BET) in awhile. She can't be bothered with those YTs.
nicki,Nicki does not have the time to be shady she will deadass drop the tea on ya lap and let you get a 3rd degree burn
nicki,"Nicki has no class? Mf got a fish in his avi. You get off to the smell of fish right? C'mon bitch step ya dick up, TWEET @ ME. @dmart4511"
nicki,"Nicki is always feuding with somebody. Lil Kim, Mariah Carey, Iggy Azalea, Taylor Swift, now Miley Cyrus... I like her but c'mon"
nicki,Nicki is gonna open with trini dem girls on the pinkprint tour in south africa on the 2nd leg
nicki,Nicki just gave this pastor a shout out but didn't attend Sunday school last Sunday. Man please.
nicki,"Nicki may be thinking it's better to confront her, as other people will think they can try it too. Which is true. Just my opinion."
nicki,Nicki may have called Miley out but Miley's messages tonight were much more powerful than any performance at the VMAs
